date;open;high;low;close
20/07/2014;2.91851;2.91851;2.59767;2.75117
21/07/2014;2.75117;3.13076;2.6547;3.09999
22/07/2014;3.09999;3.29395;3.0326;3.22071
23/07/2014;3.22071;3.22071;2.9245;2.97202
24/07/2014;2.97202;2.97202;2.34329;2.36831
25/07/2014;2.36831;2.69742;2.36831;2.69742
26/07/2014;2.69742;2.76652;2.52758;2.6313
27/07/2014;2.6313;2.6313;2.45252;2.56449
28/07/2014;2.56449;2.68998;2.42733;2.68998
29/07/2014;2.68998;2.80433;2.61155;2.65536
30/07/2014;2.65536;2.65536;2.50785;2.51438
31/07/2014;2.51438;2.637;2.50314;2.56959
01/08/2014;2.56959;2.66303;2.50357;2.66303
02/08/2014;2.66303;2.72478;2.50402;2.50402
03/08/2014;2.50402;2.50402;2.31241;2.36519
04/08/2014;2.36519;37.7278;2.00309;2.00309
05/08/2014;2.00309;2.19446;2.00248;2.15052
06/08/2014;2.15052;2.26345;2.13506;2.20718
07/08/2014;2.20718;2.23832;2.10396;2.14135
08/08/2014;2.14135;2.20746;2.11805;2.17468
09/08/2014;2.17468;2.17871;2.08305;2.09875
10/08/2014;2.09875;2.11464;1.98992;2.01806
11/08/2014;2.01806;2.0999;1.94463;2.0999
12/08/2014;2.0999;2.0999;1.97121;1.98792
13/08/2014;1.98792;2.03262;1.84172;1.8809
14/08/2014;1.8809;1.91655;1.70524;1.75634
15/08/2014;1.75634;1.79765;1.53909;1.59812
16/08/2014;1.59812;1.61302;1.50854;1.56427
17/08/2014;1.56427;1.65109;1.42425;1.47454
18/08/2014;1.47454;1.6485;1.36255;1.4623
19/08/2014;1.4623;1.65213;1.39838;1.63381
20/08/2014;1.63381;1.95503;1.61691;1.84509
21/08/2014;1.84509;1.89793;1.79397;1.8192
22/08/2014;1.8192;1.89875;1.75736;1.78955
23/08/2014;1.78955;1.85073;1.73349;1.8113
24/08/2014;1.8113;1.96717;1.8113;1.96717
25/08/2014;1.96717;2.0752;1.89352;2.03116
26/08/2014;2.03116;2.08352;1.90156;2.0475
27/08/2014;2.0475;2.0475;1.93945;1.99565
28/08/2014;1.99565;2.24248;1.99565;2.24248
29/08/2014;2.24248;2.27234;2.15445;2.22077
30/08/2014;2.22077;2.48975;2.19396;2.47896
31/08/2014;2.47896;2.56053;2.10222;2.2461
01/09/2014;2.2461;2.27447;1.9788;2.08026
02/09/2014;2.08026;2.08026;1.89385;1.93654
03/09/2014;1.93654;2.08336;1.90416;2.07472
04/09/2014;2.07472;2.1581;1.93611;2.05746
05/09/2014;2.05746;2.09959;1.88108;1.97571
06/09/2014;1.97571;1.99534;1.8984;1.93959
07/09/2014;1.93959;1.96804;1.84643;1.86374
08/09/2014;1.86374;1.92263;1.79436;1.88604
09/09/2014;1.88604;1.88604;1.75167;1.77739
10/09/2014;1.77739;2.0754;1.76524;1.96399
11/09/2014;1.96399;2.04024;1.92354;1.9498
12/09/2014;1.9498;2.00341;1.82643;1.87752
13/09/2014;1.87752;1.89238;1.79052;1.83369
14/09/2014;1.83369;1.8889;1.79588;1.82207
15/09/2014;1.82207;1.91188;1.81236;1.91188
16/09/2014;1.91188;1.91259;1.84606;1.84606
17/09/2014;1.84606;1.88708;1.67096;1.74581
18/09/2014;1.74581;1.76835;1.52005;1.58184
19/09/2014;1.58184;1.59031;1.38965;1.45788
20/09/2014;1.45788;1.56737;1.23873;1.31545
21/09/2014;1.31545;1.41027;1.19123;1.29241
22/09/2014;1.29241;1.33566;1.24455;1.25434
23/09/2014;1.25434;1.48783;1.22836;1.46306
24/09/2014;1.46306;1.55133;1.45742;1.50732
25/09/2014;1.50732;1.51248;1.39458;1.42036
26/09/2014;1.42036;1.4622;1.32149;1.3739
27/09/2014;1.3739;1.38738;1.28352;1.30746
28/09/2014;1.30746;1.36996;1.2111;1.21274
29/09/2014;1.21274;1.22095;1.14561;1.14848
30/09/2014;1.14848;1.2418;1.14585;1.2176
01/10/2014;1.2176;1.21781;1.17879;1.20778
02/10/2014;1.20778;1.22195;1.18192;1.19004
03/10/2014;1.19004;1.19004;1.07777;1.09971
04/10/2014;1.09971;1.12561;0.974114;0.987952
05/10/2014;0.987952;1.00532;0.815016;0.890494
06/10/2014;0.890494;0.99653;0.811608;0.975596
07/10/2014;0.975596;1.00666;0.911278;1.00454
08/10/2014;1.00454;1.10011;0.960366;1.09461
09/10/2014;1.09461;1.15959;1.05446;1.10523
10/10/2014;1.10523;1.14656;1.05118;1.13954
11/10/2014;1.13954;1.1454;1.06557;1.07732
12/10/2014;1.07732;1.10284;1.03868;1.0901
13/10/2014;1.0901;1.12521;1.02327;1.10128
14/10/2014;1.10128;1.15421;1.07742;1.09207
15/10/2014;1.09207;1.09207;0.971547;1.02393
16/10/2014;1.02393;1.02393;0.919696;0.999857
17/10/2014;0.999857;0.999857;0.922485;0.975698
18/10/2014;0.975698;0.989937;0.954253;0.970406
19/10/2014;0.970406;1.00934;0.964037;0.998235
20/10/2014;0.998235;0.998235;0.92723;0.948071
21/10/2014;0.948071;0.97661;0.94582;0.961819
22/10/2014;0.961819;0.989626;0.947753;0.957337
23/10/2014;0.957337;0.957337;0.736284;0.852796
24/10/2014;0.852796;0.85978;0.753222;0.764378
25/10/2014;0.764378;0.771308;0.671837;0.744683
26/10/2014;0.744683;0.747328;0.687841;0.687927
27/10/2014;0.687927;0.773381;0.607114;0.752751
28/10/2014;0.752751;0.752751;0.610771;0.698838
29/10/2014;0.698838;0.698838;0.627148;0.639668
30/10/2014;0.639668;0.662182;0.592371;0.613048
31/10/2014;0.613048;0.639042;0.601815;0.614031
01/11/2014;0.614031;0.638227;0.580206;0.581489
02/11/2014;0.581489;0.586235;0.570452;0.579073
03/11/2014;0.579073;0.599058;0.555715;0.575675
04/11/2014;0.575675;0.582016;0.550876;0.55326
05/11/2014;0.55326;0.581538;0.548788;0.573154
06/11/2014;0.573154;0.592636;0.56677;0.590048
07/11/2014;0.590048;0.619485;0.584114;0.619485
08/11/2014;0.619485;0.655021;0.5959;0.651326
09/11/2014;0.651326;0.720634;0.64143;0.718772
10/11/2014;0.718772;0.760908;0.700099;0.73565
11/11/2014;0.73565;0.744176;0.695354;0.718029
12/11/2014;0.718029;0.760691;0.700393;0.722728
13/11/2014;0.722728;0.773504;0.677976;0.705962
14/11/2014;0.705962;0.705962;0.646789;0.680835
15/11/2014;0.680835;0.697721;0.631089;0.648641
16/11/2014;0.648641;0.657492;0.63211;0.652086
17/11/2014;0.652086;0.675522;0.560903;0.588846
18/11/2014;0.588846;0.603333;0.53083;0.597299
19/11/2014;0.597299;0.599485;0.555317;0.557858
20/11/2014;0.557858;0.569225;0.524727;0.524727
21/11/2014;0.524727;0.56325;0.504396;0.547828
22/11/2014;0.547828;0.557867;0.533321;0.5361
23/11/2014;0.5361;0.541662;0.521054;0.528616
24/11/2014;0.528616;0.553483;0.526548;0.537358
25/11/2014;0.537358;0.638282;0.531599;0.616537
26/11/2014;0.616537;0.624082;0.552638;0.559725
27/11/2014;0.559725;0.569383;0.554133;0.556449
28/11/2014;0.556449;0.575006;0.538081;0.568977
29/11/2014;0.568977;0.583384;0.56141;0.574362
30/11/2014;0.574362;0.579925;0.565065;0.566299
01/12/2014;0.566299;0.575145;0.482728;0.482819
02/12/2014;0.482819;0.552778;0.470525;0.524258
03/12/2014;0.524258;0.528558;0.486597;0.513674
04/12/2014;0.513674;0.517186;0.459616;0.459886
05/12/2014;0.459886;0.476288;0.41662;0.429948
06/12/2014;0.429948;0.443962;0.423012;0.443962
07/12/2014;0.443962;0.480663;0.443962;0.462994
08/12/2014;0.462994;0.496485;0.449264;0.451847
09/12/2014;0.451847;0.451847;0.382796;0.39317
10/12/2014;0.39317;0.412622;0.370524;0.401405
11/12/2014;0.401405;0.405115;0.380313;0.395796
12/12/2014;0.395796;0.395796;0.373513;0.378126
13/12/2014;0.378126;0.384706;0.372212;0.376334
14/12/2014;0.376334;0.404503;0.371032;0.388519
15/12/2014;0.388519;0.406148;0.377668;0.383729
16/12/2014;0.383729;0.391893;0.335381;0.348501
17/12/2014;0.348501;0.349178;0.304233;0.338408
18/12/2014;0.338408;0.349855;0.307289;0.316521
19/12/2014;0.316521;0.342671;0.305484;0.319339
20/12/2014;0.319339;0.340674;0.316662;0.339668
21/12/2014;0.339668;0.35457;0.321099;0.350833
22/12/2014;0.350833;0.358987;0.331942;0.339941
23/12/2014;0.339941;0.381363;0.336066;0.37852
24/12/2014;0.37852;0.458137;0.37852;0.425202
25/12/2014;0.425202;0.455604;0.402482;0.455604
26/12/2014;0.455604;0.456466;0.430868;0.430868
27/12/2014;0.430868;0.533983;0.41346;0.533983
28/12/2014;0.533983;0.602955;0.482517;0.570717
29/12/2014;0.570717;0.572045;0.495487;0.506368
30/12/2014;0.506368;0.530357;0.458611;0.49088
31/12/2014;0.49088;0.49088;0.426122;0.429166
01/01/2015;0.429166;0.4673;0.420143;0.4673
02/01/2015;0.4673;0.488038;0.441981;0.469734
03/01/2015;0.469734;0.486898;0.452522;0.480421
04/01/2015;0.480421;0.480421;0.403363;0.412343
05/01/2015;0.412343;0.445484;0.396939;0.426779
06/01/2015;0.426779;0.477287;0.410185;0.463157
07/01/2015;0.463157;0.474624;0.449124;0.464527
08/01/2015;0.464527;0.471806;0.432504;0.44006
09/01/2015;0.44006;0.441486;0.415712;0.435203
10/01/2015;0.435203;0.435203;0.372591;0.417997
11/01/2015;0.417997;0.418943;0.374641;0.384562
12/01/2015;0.384562;0.385037;0.361463;0.364742
13/01/2015;0.364742;0.365199;0.304082;0.304082
14/01/2015;0.304082;0.304722;0.217125;0.218175
15/01/2015;0.218175;0.273713;0.218175;0.267849
16/01/2015;0.267849;0.282141;0.250854;0.277384
17/01/2015;0.277384;0.283477;0.238695;0.245973
18/01/2015;0.245973;0.269781;0.235782;0.258757
19/01/2015;0.258757;0.26484;0.24055;0.258356
20/01/2015;0.258356;0.258356;0.233029;0.239986
21/01/2015;0.239986;0.258593;0.2331;0.258593
22/01/2015;0.258593;0.287264;0.258593;0.276027
23/01/2015;0.276027;0.285578;0.257493;0.283773
24/01/2015;0.283773;0.304208;0.268058;0.299475
25/01/2015;0.299475;0.332094;0.297115;0.323837
26/01/2015;0.323837;0.361483;0.302406;0.315582
27/01/2015;0.315582;0.327837;0.29301;0.32094
28/01/2015;0.32094;0.330095;0.281559;0.293167
29/01/2015;0.293167;0.317043;0.283725;0.317043
30/01/2015;0.317043;0.320845;0.290736;0.298685
31/01/2015;0.298685;0.301811;0.28423;0.286922
01/02/2015;0.286922;0.310705;0.276693;0.303518
02/02/2015;0.303518;0.304312;0.28487;0.303988
03/02/2015;0.303988;0.306266;0.279512;0.289043
04/02/2015;0.289043;0.296241;0.266803;0.290782
05/02/2015;0.290782;0.294902;0.270924;0.27304
06/02/2015;0.27304;0.281289;0.265224;0.269744
07/02/2015;0.269744;0.284338;0.265037;0.275888
08/02/2015;0.275888;0.279005;0.256729;0.263428
09/02/2015;0.263428;0.265209;0.248139;0.252922
10/02/2015;0.252922;0.254541;0.238203;0.244795
11/02/2015;0.244795;0.251243;0.231242;0.231517
12/02/2015;0.231517;0.253463;0.225693;0.246196
13/02/2015;0.246196;0.2644;0.239684;0.256626
14/02/2015;0.256626;0.281869;0.253772;0.281604
15/02/2015;0.281604;0.281604;0.24534;0.252454
16/02/2015;0.252454;0.256668;0.246788;0.253749
17/02/2015;0.253749;0.257658;0.24707;0.252445
18/02/2015;0.252445;0.255262;0.233733;0.23883
19/02/2015;0.23883;0.300045;0.23883;0.289787
20/02/2015;0.289787;0.304994;0.277351;0.30476
21/02/2015;0.30476;0.317549;0.296486;0.302917
22/02/2015;0.302917;0.31014;0.264316;0.31014
23/02/2015;0.31014;0.355118;0.31014;0.338739
24/02/2015;0.338739;0.392044;0.337887;0.349589
25/02/2015;0.349589;0.371745;0.321794;0.365876
26/02/2015;0.365876;0.367459;0.341493;0.358694
27/02/2015;0.358694;0.398851;0.356428;0.395835
28/02/2015;0.395835;0.436947;0.382371;0.417535
01/03/2015;0.417535;0.427974;0.397466;0.425251
02/03/2015;0.425251;0.429637;0.387351;0.429517
03/03/2015;0.429517;0.429517;0.392799;0.41685
04/03/2015;0.41685;0.423196;0.392379;0.414418
05/03/2015;0.414418;0.479477;0.41332;0.470311
06/03/2015;0.470311;0.508415;0.456534;0.486746
07/03/2015;0.486746;0.497599;0.464339;0.464339
08/03/2015;0.464339;0.503778;0.453665;0.486373
09/03/2015;0.486373;0.673062;0.477671;0.63679
10/03/2015;0.63679;0.823774;0.593673;0.818991
11/03/2015;0.818991;0.818991;0.660711;0.71198
12/03/2015;0.71198;0.715782;0.650693;0.689948
13/03/2015;0.689948;0.689948;0.637727;0.646154
14/03/2015;0.646154;0.718515;0.593785;0.671746
15/03/2015;0.671746;0.776099;0.671746;0.688918
16/03/2015;0.688918;0.84601;0.688918;0.81072
17/03/2015;0.81072;0.82073;0.742939;0.746288
18/03/2015;0.746288;0.752221;0.629402;0.629402
19/03/2015;0.629402;0.684135;0.616444;0.680912
20/03/2015;0.680912;0.681503;0.626261;0.644516
21/03/2015;0.644516;0.745534;0.631438;0.745534
22/03/2015;0.745534;0.806098;0.736521;0.791299
23/03/2015;0.791299;0.791299;0.743757;0.761848
24/03/2015;0.761848;0.777265;0.685001;0.717671
25/03/2015;0.717671;0.774089;0.669691;0.773703
26/03/2015;0.773703;0.778786;0.742707;0.746858
27/03/2015;0.746858;0.7991;0.736085;0.785082
28/03/2015;0.785082;0.846306;0.776328;0.805624
29/03/2015;0.805624;0.815917;0.719088;0.721409
30/03/2015;0.721409;0.890235;0.721409;0.890235
31/03/2015;0.890235;1.0192;0.851108;0.907948
01/04/2015;0.907948;1.03158;0.906905;1.00733
02/04/2015;1.00733;1.02498;0.924192;0.978404
03/04/2015;0.978404;1.01951;0.884155;0.929033
04/04/2015;0.929033;0.986389;0.83952;0.861233
05/04/2015;0.861233;0.907151;0.736661;0.886063
06/04/2015;0.886063;0.898474;0.776507;0.796263
07/04/2015;0.796263;0.801856;0.722469;0.79358
08/04/2015;0.79358;0.842577;0.726555;0.756366
09/04/2015;0.756366;0.756366;0.705845;0.75615
10/04/2015;0.75615;0.86414;0.733198;0.803982
11/04/2015;0.803982;0.855199;0.789295;0.833175
12/04/2015;0.833175;0.833175;0.797933;0.802514
13/04/2015;0.802514;0.802514;0.678468;0.69996
14/04/2015;0.69996;0.700143;0.646952;0.656498
15/04/2015;0.656498;0.690386;0.653818;0.683551
16/04/2015;0.683551;0.687646;0.654476;0.683194
17/04/2015;0.683194;0.683925;0.634797;0.658033
18/04/2015;0.658033;0.720373;0.657235;0.697087
19/04/2015;0.697087;0.697087;0.663411;0.664797
20/04/2015;0.664797;0.684081;0.651292;0.681494
21/04/2015;0.681494;0.681745;0.584453;0.652295
22/04/2015;0.652295;0.652295;0.580887;0.58294
23/04/2015;0.58294;0.614022;0.557167;0.614022
24/04/2015;0.614022;0.614022;0.570589;0.573859
25/04/2015;0.573859;0.584668;0.533471;0.561531
26/04/2015;0.561531;0.567488;0.534129;0.555984
27/04/2015;0.555984;0.570934;0.531831;0.57007
28/04/2015;0.57007;0.572362;0.447755;0.477009
29/04/2015;0.477009;0.499952;0.449412;0.496265
30/04/2015;0.496265;0.52453;0.464742;0.504351
01/05/2015;0.504351;0.526998;0.497885;0.50245
02/05/2015;0.50245;0.506404;0.487538;0.497984
03/05/2015;0.497984;0.512383;0.495448;0.498567
04/05/2015;0.498567;0.503202;0.467641;0.473651
05/05/2015;0.473651;0.482659;0.448708;0.463666
06/05/2015;0.463666;0.480915;0.446716;0.461243
07/05/2015;0.461243;0.486493;0.45615;0.47876
08/05/2015;0.47876;0.499521;0.472418;0.487439
09/05/2015;0.487439;0.524472;0.48019;0.521239
10/05/2015;0.521239;0.570316;0.505014;0.569717
11/05/2015;0.569717;0.569717;0.495784;0.512477
12/05/2015;0.512477;0.515426;0.479506;0.482044
13/05/2015;0.482044;0.523206;0.477027;0.477682
14/05/2015;0.477682;0.510734;0.477682;0.495647
15/05/2015;0.495647;0.564817;0.495647;0.536445
16/05/2015;0.536445;0.621122;0.53641;0.605988
17/05/2015;0.605988;0.624824;0.549055;0.560368
18/05/2015;0.560368;0.597701;0.540645;0.540645
19/05/2015;0.540645;0.550374;0.498026;0.51521
20/05/2015;0.51521;0.550712;0.50894;0.520266
21/05/2015;0.520266;0.535783;0.445252;0.46151
22/05/2015;0.46151;0.476553;0.422288;0.46655
23/05/2015;0.46655;0.491955;0.45893;0.471005
24/05/2015;0.471005;0.482224;0.469296;0.479779
25/05/2015;0.479779;0.483379;0.462081;0.464279
26/05/2015;0.464279;0.47053;0.439412;0.446893
27/05/2015;0.446893;0.448145;0.420168;0.424931
28/05/2015;0.424931;0.453163;0.422049;0.441479
29/05/2015;0.441479;0.459983;0.441222;0.441222
30/05/2015;0.441222;0.447596;0.430813;0.445803
31/05/2015;0.445803;0.480147;0.44247;0.453149
01/06/2015;0.453149;0.464826;0.448278;0.45742
02/06/2015;0.45742;0.464371;0.44541;0.460349
03/06/2015;0.460349;0.467166;0.453482;0.453528
04/06/2015;0.453528;0.484314;0.452993;0.480499
05/06/2015;0.480499;0.502642;0.472958;0.495495
06/06/2015;0.495495;0.531513;0.495495;0.525504
07/06/2015;0.525504;0.533699;0.504776;0.522915
08/06/2015;0.522915;0.550782;0.506859;0.541095
09/06/2015;0.541095;0.543688;0.470735;0.498544
10/06/2015;0.498544;0.498544;0.477003;0.481805
11/06/2015;0.481805;0.489604;0.461014;0.461494
12/06/2015;0.461494;0.495824;0.458887;0.476539
13/06/2015;0.476539;0.489714;0.461356;0.48954
14/06/2015;0.48954;0.495129;0.476102;0.495129
15/06/2015;0.495129;0.51544;0.495129;0.508954
16/06/2015;0.508954;0.514429;0.494121;0.504118
17/06/2015;0.504118;0.522112;0.496541;0.498752
18/06/2015;0.498752;0.505815;0.489516;0.502352
19/06/2015;0.502352;0.539115;0.499154;0.511299
20/06/2015;0.511299;0.546906;0.506861;0.538072
21/06/2015;0.538072;0.542371;0.523099;0.52667
22/06/2015;0.52667;0.540685;0.522391;0.540685
23/06/2015;0.540685;0.54123;0.519745;0.526377
24/06/2015;0.526377;0.531123;0.507805;0.51004
25/06/2015;0.51004;0.51754;0.503739;0.504313
26/06/2015;0.504313;0.504313;0.480373;0.484585
27/06/2015;0.484585;0.503799;0.482429;0.49762
28/06/2015;0.49762;0.49762;0.453494;0.472138
29/06/2015;0.472138;0.506616;0.454456;0.49254
30/06/2015;0.49254;0.507952;0.484584;0.500865
01/07/2015;0.500865;0.507624;0.488074;0.499154
02/07/2015;0.499154;0.506536;0.485117;0.493224
03/07/2015;0.493224;0.498739;0.486862;0.491408
04/07/2015;0.491408;0.507961;0.488659;0.507961
05/07/2015;0.507961;0.525705;0.505003;0.519882
06/07/2015;0.519882;0.523554;0.499599;0.506603
07/07/2015;0.506603;0.51346;0.497423;0.51346
08/07/2015;0.51346;0.522769;0.508017;0.512283
09/07/2015;0.512283;0.515982;0.491616;0.498783
10/07/2015;0.498783;0.552305;0.488906;0.523135
11/07/2015;0.523135;0.548013;0.521901;0.535906
12/07/2015;0.535906;0.64576;0.535906;0.636012
13/07/2015;0.636012;0.636012;0.548022;0.568985
14/07/2015;0.568985;0.579581;0.551812;0.576227
15/07/2015;0.576227;0.577868;0.542877;0.542877
16/07/2015;0.542877;0.558581;0.517993;0.537441
17/07/2015;0.537441;0.537441;0.511399;0.53466
18/07/2015;0.53466;0.544308;0.518401;0.523617
19/07/2015;0.523617;0.541419;0.518094;0.541419
20/07/2015;0.541419;0.546215;0.530529;0.546215
21/07/2015;0.546215;0.597309;0.546215;0.593841
22/07/2015;0.593841;0.593841;0.567305;0.568821
23/07/2015;0.568821;0.588643;0.568821;0.57496
24/07/2015;0.57496;0.58414;0.564747;0.577597
25/07/2015;0.577597;0.58542;0.562277;0.566293
26/07/2015;0.566293;0.599931;0.556801;0.579924
27/07/2015;0.579924;0.608992;0.576751;0.598432
28/07/2015;0.598432;0.617435;0.59096;0.612134
29/07/2015;0.612134;0.616071;0.586698;0.589331
30/07/2015;0.589331;0.589967;0.571579;0.58328
31/07/2015;0.58328;0.58328;0.567324;0.574596
01/08/2015;0.574596;0.591867;0.562362;0.58539
02/08/2015;0.58539;0.622921;0.573222;0.622921
03/08/2015;0.622921;0.626241;0.597229;0.59816
04/08/2015;0.59816;0.619417;0.586044;0.619417
05/08/2015;0.619417;0.621639;0.605945;0.619877
06/08/2015;0.619877;0.745431;0.618616;0.735735
07/08/2015;0.735735;0.750604;0.680425;0.735176
08/08/2015;0.735176;0.743313;0.679116;0.679116
09/08/2015;0.679116;0.695889;0.63608;0.683927
10/08/2015;0.683927;0.6963;0.661842;0.661842
11/08/2015;0.661842;0.661842;0.604018;0.604655
12/08/2015;0.604655;0.650908;0.604651;0.628718
13/08/2015;0.628718;0.634254;0.580046;0.580276
14/08/2015;0.580276;0.614171;0.561906;0.608425
15/08/2015;0.608425;0.634652;0.608425;0.61404
16/08/2015;0.61404;0.671635;0.612608;0.619795
17/08/2015;0.619795;0.626246;0.586495;0.611138
18/08/2015;0.611138;0.619989;0.579268;0.579268
19/08/2015;0.579268;0.579268;0.512887;0.534882
20/08/2015;0.534882;0.617613;0.534882;0.598587
21/08/2015;0.598587;0.613015;0.567991;0.569165
22/08/2015;0.569165;0.57331;0.541659;0.550623
23/08/2015;0.550623;0.555396;0.520402;0.543565
24/08/2015;0.543565;0.552401;0.439366;0.439366
25/08/2015;0.439366;0.493293;0.418017;0.489611
26/08/2015;0.489611;0.519656;0.483613;0.49697
27/08/2015;0.49697;0.499538;0.461596;0.461852
28/08/2015;0.461852;0.488658;0.454726;0.476863
29/08/2015;0.476863;0.486427;0.46432;0.477658
30/08/2015;0.477658;0.481059;0.457383;0.459314
31/08/2015;0.459314;0.477259;0.457614;0.467351
01/09/2015;0.467351;0.470225;0.456452;0.458212
02/09/2015;0.458212;0.472726;0.456896;0.468419
03/09/2015;0.468419;0.47106;0.458789;0.461033
04/09/2015;0.461033;0.470577;0.455418;0.468608
05/09/2015;0.468608;0.482948;0.465769;0.4814
06/09/2015;0.4814;0.505066;0.479244;0.503756
07/09/2015;0.503756;0.506333;0.492155;0.498615
08/09/2015;0.498615;0.519727;0.496877;0.517101
09/09/2015;0.517101;0.532052;0.499213;0.509771
10/09/2015;0.509771;0.515051;0.492903;0.497272
11/09/2015;0.497272;0.505786;0.494268;0.49803
12/09/2015;0.49803;0.49803;0.462675;0.469724
13/09/2015;0.469724;0.476977;0.45169;0.462276
14/09/2015;0.462276;0.506924;0.452384;0.483851
15/09/2015;0.483851;0.569507;0.481734;0.503502
16/09/2015;0.503502;0.510788;0.480141;0.509978
17/09/2015;0.509978;0.521257;0.488796;0.495228
18/09/2015;0.495228;0.50458;0.48341;0.498492
19/09/2015;0.498492;0.503089;0.492693;0.49778
20/09/2015;0.49778;0.502176;0.488872;0.489219
21/09/2015;0.489219;0.493709;0.480127;0.481015
22/09/2015;0.481015;0.481529;0.460575;0.474122
23/09/2015;0.474122;0.476023;0.456415;0.464536
24/09/2015;0.464536;0.470033;0.457844;0.467843
25/09/2015;0.467843;0.475341;0.448465;0.452273
26/09/2015;0.452273;0.468061;0.441967;0.453325
27/09/2015;0.453325;0.453325;0.438049;0.439771
28/09/2015;0.439771;0.45152;0.43846;0.449753
29/09/2015;0.449753;0.450184;0.431391;0.437187
30/09/2015;0.437187;0.437561;0.368667;0.396361
01/10/2015;0.396361;0.428776;0.396361;0.405388
02/10/2015;0.405388;0.41498;0.397526;0.410693
03/10/2015;0.410693;0.415959;0.406838;0.409719
04/10/2015;0.409719;0.410795;0.399483;0.401322
05/10/2015;0.401322;0.428543;0.38407;0.422394
06/10/2015;0.422394;0.426274;0.409133;0.412246
07/10/2015;0.412246;0.412246;0.394265;0.39449
08/10/2015;0.39449;0.410461;0.389012;0.390989
09/10/2015;0.390989;0.40061;0.381237;0.395762
10/10/2015;0.395762;0.395762;0.385869;0.389461
11/10/2015;0.389461;0.39602;0.377572;0.381184
12/10/2015;0.381184;0.399836;0.379452;0.397365
13/10/2015;0.397365;0.397365;0.383365;0.387756
14/10/2015;0.387756;0.396034;0.38506;0.38673
15/10/2015;0.38673;0.400928;0.385079;0.392719
16/10/2015;0.392719;0.411726;0.37967;0.411726
17/10/2015;0.411726;0.436076;0.41115;0.423213
18/10/2015;0.423213;0.427756;0.407693;0.409674
19/10/2015;0.409674;0.414345;0.386395;0.38842
20/10/2015;0.38842;0.400237;0.377186;0.400237
21/10/2015;0.400237;0.400869;0.382933;0.394354
22/10/2015;0.394354;0.403358;0.386269;0.403358
23/10/2015;0.403358;0.404349;0.391303;0.394283
24/10/2015;0.394283;0.397883;0.381305;0.397883
25/10/2015;0.397883;0.421444;0.38744;0.414777
26/10/2015;0.414777;0.414777;0.381931;0.383559
27/10/2015;0.383559;0.412221;0.383559;0.41094
28/10/2015;0.41094;0.438468;0.403104;0.438468
29/10/2015;0.438468;0.461054;0.424799;0.446407
30/10/2015;0.446407;0.46787;0.414909;0.447166
31/10/2015;0.447166;0.459049;0.400364;0.40856
01/11/2015;0.40856;0.434974;0.407501;0.422227
02/11/2015;0.422227;0.441425;0.411664;0.44044
03/11/2015;0.44044;0.470102;0.430116;0.434329
04/11/2015;0.434329;0.571392;0.434329;0.486176
05/11/2015;0.486176;0.512523;0.438403;0.443677
06/11/2015;0.443677;0.460322;0.404537;0.434605
07/11/2015;0.434605;0.459124;0.434605;0.451694
08/11/2015;0.451694;0.550449;0.445071;0.505541
09/11/2015;0.505541;0.505541;0.465918;0.47261
10/11/2015;0.47261;0.50015;0.451204;0.463476
11/11/2015;0.463476;0.463476;0.416616;0.445557
12/11/2015;0.445557;0.464221;0.415772;0.439104
13/11/2015;0.439104;0.465848;0.422567;0.463108
14/11/2015;0.463108;0.463108;0.425762;0.427137
15/11/2015;0.427137;0.437031;0.413753;0.429945
16/11/2015;0.429945;0.440662;0.416105;0.435549
17/11/2015;0.435549;0.448905;0.422419;0.429959
18/11/2015;0.429959;0.431756;0.415683;0.420834
19/11/2015;0.420834;0.420834;0.39867;0.407385
20/11/2015;0.407385;0.407533;0.381988;0.389931
21/11/2015;0.389931;0.408929;0.376319;0.390468
22/11/2015;0.390468;0.396436;0.379326;0.395325
23/11/2015;0.395325;0.396207;0.377479;0.391002
24/11/2015;0.391002;0.39722;0.374885;0.390158
25/11/2015;0.390158;0.39382;0.373681;0.388456
26/11/2015;0.388456;0.421036;0.379106;0.405177
27/11/2015;0.405177;0.410845;0.37121;0.386831
28/11/2015;0.386831;0.396764;0.382515;0.390909
29/11/2015;0.390909;0.407767;0.384503;0.400607
30/11/2015;0.400607;0.428038;0.375683;0.397501
01/12/2015;0.397501;0.414991;0.364377;0.377799
02/12/2015;0.377799;0.387039;0.364102;0.36985
03/12/2015;0.36985;0.388501;0.364934;0.366396
04/12/2015;0.366396;0.382881;0.363189;0.372171
05/12/2015;0.372171;0.445404;0.370409;0.442425
06/12/2015;0.442425;0.472206;0.432671;0.445478
07/12/2015;0.445478;0.448007;0.415149;0.427485
08/12/2015;0.427485;0.432665;0.39657;0.432665
09/12/2015;0.432665;0.465061;0.432665;0.451483
10/12/2015;0.451483;0.455729;0.420539;0.44036
11/12/2015;0.44036;0.463428;0.433013;0.459458
12/12/2015;0.459458;0.472137;0.427698;0.454354
13/12/2015;0.454354;0.465594;0.447764;0.459872
14/12/2015;0.459872;0.563296;0.459872;0.539136
15/12/2015;0.539136;0.561471;0.523524;0.553562
16/12/2015;0.553562;0.555993;0.520475;0.539476
17/12/2015;0.539476;0.539476;0.496259;0.502109
18/12/2015;0.502109;0.510883;0.49331;0.499913
19/12/2015;0.499913;0.500674;0.471033;0.485863
